date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_KT
20000422,28.91,35.33,24.74,0.0,5.78,71.45,7.0334,-999.0
20000423,28.47,34.44,24.74,0.0,5.95,74.45,7.5605,-999.0
20000424,28.58,34.8,24.43,0.0,6.02,73.84,7.5199,-999.0
20000425,29.13,35.63,24.9,0.0,6.18,71.6,7.7155,-999.0
20000426,29.2,35.53,24.83,0.0,5.28,73.82,7.6733,-999.0
20000427,29.1,36.29,24.28,0.0,4.62,73.14,7.6975,-999.0
20000428,30.24,39.14,24.58,0.0,4.08,62.47,7.392,-999.0
20000429,29.71,39.13,23.23,0.0,4.34,58.06,7.6558,-999.0
20000430,29.48,37.24,24.64,0.0,4.46,69.39,7.6339,-999.0
20000501,29.39,37.13,24.47,0.0,4.98,69.54,7.008,-999.0
20000502,29.1,35.75,25.12,0.0,4.87,72.15,6.9898,-999.0
20000503,29.2,35.89,24.96,0.0,4.39,70.72,7.0805,-999.0
20000504,29.12,34.91,25.27,0.0,4.48,71.32,7.0337,-999.0
20000505,31.88,40.24,25.68,0.0,2.4,63.37,5.1492,-999.0
20000506,32.09,40.89,25.98,0.0,3.08,58.81,7.2149,-999.0
20000507,30.46,38.43,24.5,0.0,3.08,64.93,7.0975,-999.0
20000508,29.73,37.43,24.34,0.0,3.44,71.64,7.1618,-999.0
20000509,30.45,38.02,25.78,0.0,3.48,69.85,7.392,-999.0
20000510,29.87,35.83,25.81,0.0,3.66,72.59,7.6178,-999.0
20000511,29.71,35.68,25.92,0.0,3.84,67.29,7.1035,-999.0
20000512,29.48,34.6,25.88,0.0,4.63,65.67,7.2242,-999.0
20000513,29.57,34.47,26.21,0.32,4.77,67.53,6.4178,-999.0
20000514,29.7,35.03,26.22,0.17,4.15,64.81,7.1081,-999.0
20000515,30.2,36.59,25.85,0.0,3.91,61.26,7.2257,-999.0
20000516,29.6,35.73,25.62,0.0,4.03,67.17,7.0927,-999.0
20000517,29.73,35.18,26.09,0.0,4.53,69.16,7.3726,-999.0
20000518,30.18,35.83,26.68,0.0,5.49,67.67,7.7033,-999.0
20000519,30.33,37.06,26.3,0.0,5.94,71.92,6.9432,-999.0
20000520,30.28,36.97,26.51,0.0,4.85,73.44,6.7385,-999.0
20000521,30.03,35.45,26.61,0.0,5.2,71.81,6.7404,-999.0
20000522,29.57,34.16,26.8,0.0,5.79,71.64,6.5225,-999.0
20000523,29.66,34.72,26.64,0.0,5.65,71.88,6.8702,-999.0
20000524,29.44,35.33,26.06,0.0,5.94,72.73,6.8266,-999.0
20000525,29.57,35.49,26.25,0.0,6.79,72.62,6.9701,-999.0
20000526,30.17,36.26,26.54,0.0,7.22,72.27,6.6799,-999.0
20000527,30.25,36.58,26.51,0.0,6.86,71.65,7.2766,-999.0
20000528,30.28,35.91,26.76,0.0,5.39,72.17,6.7999,-999.0
20000529,30.04,35.17,26.7,0.0,5.02,68.82,7.3901,-999.0
20000530,29.67,34.14,26.83,0.0,5.83,67.65,7.3944,-999.0
20000531,29.7,34.52,26.74,0.0,6.74,69.71,7.163,-999.0
20000601,29.86,34.5,26.82,0.05,6.65,72.95,8.0383,-999.0
20000602,29.89,34.57,27.09,0.03,6.05,73.93,7.2478,-999.0
20000603,29.98,34.96,27.02,0.0,5.05,74.82,7.6555,-999.0
20000604,31.05,38.05,26.56,0.0,4.78,66.74,7.536,-999.0
20000605,31.74,38.95,25.95,0.0,3.19,59.25,6.6696,-999.0
20000606,33.12,41.18,25.76,0.0,2.29,53.65,7.3913,-999.0
20000607,35.38,43.59,27.92,0.0,2.72,41.73,7.5096,-999.0
20000608,34.21,43.52,27.63,0.0,5.25,49.78,7.6498,-999.0
20000609,31.94,38.23,27.74,0.0,6.04,63.12,7.3339,-999.0
20000610,31.86,38.29,27.95,0.0,6.46,65.38,7.3471,-999.0
20000611,32.09,39.1,27.72,0.0,6.37,65.7,7.4417,-999.0
20000612,31.78,37.95,28.15,0.0,6.97,69.91,7.463,-999.0
20000613,31.51,37.98,27.8,0.0,7.86,67.83,6.8448,-999.0
20000614,30.93,37.4,27.22,0.0,8.92,65.82,6.3598,-999.0
20000615,30.02,35.06,26.95,0.0,8.54,68.43,7.2806,-999.0
20000616,30.14,35.3,27.08,0.0,7.84,68.04,6.894,-999.0
20000617,31.82,39.51,26.48,0.0,6.04,58.52,7.4419,-999.0
20000618,31.87,41.21,25.6,0.0,5.86,53.44,6.9046,-999.0
20000619,31.03,38.44,26.21,0.0,6.47,61.66,7.6274,-999.0
20000620,30.36,37.39,25.83,0.0,5.63,64.0,7.7491,-999.0
20000621,29.22,34.33,26.06,0.0,5.44,71.05,7.3934,-999.0
20000622,29.04,34.17,26.24,0.0,6.57,70.87,7.4299,-999.0
20000623,28.62,33.1,25.82,0.0,6.55,70.2,7.2605,-999.0
20000624,28.98,34.21,25.78,0.0,7.26,68.55,7.3714,-999.0
20000625,28.67,33.08,25.72,0.0,7.52,70.09,6.827,-999.0
20000626,28.49,33.33,25.49,0.0,7.17,70.36,6.0871,-999.0
20000627,28.49,33.08,25.56,0.0,6.38,72.04,6.029,-999.0
20000628,28.94,34.34,25.43,0.0,5.02,71.26,6.0403,-999.0
20000629,29.15,34.8,25.22,0.0,4.44,69.15,7.5934,-999.0
20000630,29.01,34.67,25.19,0.0,4.12,67.81,7.1573,-999.0
20000701,31.08,38.24,25.5,0.0,3.2,63.42,6.7241,-999.0
20000702,30.29,35.43,27.43,0.0,3.7,71.05,7.1028,-999.0
20000703,29.22,33.14,26.84,0.0,5.33,75.47,6.75,-999.0
20000704,29.02,33.44,26.51,0.0,5.4,75.34,6.8268,-999.0
20000705,29.55,35.02,26.38,0.0,5.34,70.89,7.0356,-999.0
20000706,29.54,34.54,26.51,0.0,6.32,71.49,7.3546,-999.0
20000707,29.1,33.63,26.29,0.0,6.39,72.24,6.774,-999.0
20000708,29.29,34.16,26.12,0.0,5.48,71.9,6.6353,-999.0
20000709,29.18,33.97,26.12,0.0,5.51,70.92,6.3686,-999.0
20000710,29.27,34.39,25.97,0.0,5.16,70.66,6.2218,-999.0
20000711,29.13,34.56,25.83,0.0,5.05,70.22,6.5438,-999.0
20000712,29.23,34.9,25.61,0.0,4.25,68.14,6.7754,-999.0
20000713,30.63,38.14,26.28,0.04,4.42,65.97,6.5136,-999.0
20000714,29.91,35.25,26.78,1.07,5.76,70.25,6.8429,-999.0
20000715,29.23,34.19,26.25,1.37,5.83,69.39,6.5446,-999.0
20000716,28.86,33.28,26.34,0.0,6.44,71.85,6.8806,-999.0
20000717,28.96,34.21,25.87,0.0,5.88,71.91,6.8105,-999.0
20000718,28.41,32.94,25.73,0.0,5.8,72.38,6.6869,-999.0
20000719,28.46,33.63,25.59,0.0,6.05,71.22,6.8402,-999.0
20000720,28.3,33.87,25.2,0.0,5.7,70.64,6.7764,-999.0
20000721,28.14,33.06,25.17,0.0,6.39,70.41,6.5174,-999.0
20000722,27.98,32.58,25.43,0.0,6.38,69.18,6.5959,-999.0
20000723,27.76,32.32,25.16,0.0,7.19,68.34,6.8734,-999.0
20000724,27.83,32.6,24.99,0.0,6.91,70.33,6.6562,-999.0
20000725,27.97,33.3,25.0,0.0,6.13,71.94,6.6137,-999.0
20000726,28.1,33.18,25.11,0.0,5.27,71.92,6.1598,-999.0
20000727,28.63,34.45,25.0,0.0,4.5,70.65,6.6406,-999.0
20000728,28.54,33.76,24.91,0.0,3.78,71.33,6.7519,-999.0
20000729,29.56,35.49,26.09,0.0,4.32,67.75,6.7558,-999.0
20000730,28.72,33.27,26.18,0.0,5.45,69.96,5.4494,-999.0
20000731,28.49,33.06,25.69,0.0,6.53,72.08,6.2266,-999.0
20000801,28.1,32.59,25.78,0.0,6.36,72.75,4.5485,-999.0
20000802,27.53,31.22,25.27,0.0,6.86,73.04,5.0623,-999.0
20000803,27.45,31.85,24.7,0.0,6.48,71.61,5.1235,-999.0
20000804,27.51,32.11,24.4,0.01,5.88,70.22,5.1065,-999.0
20000805,27.68,32.55,24.6,0.01,6.2,69.34,6.042,-999.0
20000806,27.59,32.11,24.83,0.0,6.44,71.64,6.5746,-999.0
20000807,27.95,32.88,24.82,0.0,5.33,71.79,5.8219,-999.0
20000808,27.64,32.48,24.86,0.0,5.52,71.07,5.1938,-999.0
20000809,27.93,33.33,24.58,0.0,5.21,70.63,5.5774,-999.0
20000810,29.01,35.72,24.62,0.34,3.72,68.1,6.1637,-999.0
20000811,30.19,38.14,25.04,1.07,2.87,62.58,6.5088,-999.0
20000812,30.8,38.71,25.22,0.2,3.0,62.8,3.9622,-999.0
20000813,29.79,34.85,26.26,0.64,3.13,69.73,2.0057,-999.0
20000814,28.11,32.29,25.19,0.07,5.84,75.96,5.7811,-999.0
20000815,27.45,32.17,24.88,0.0,6.63,75.55,4.4719,-999.0
20000816,27.28,31.89,24.52,0.0,6.31,73.89,4.8403,-999.0
20000817,27.53,33.27,24.34,0.0,6.39,73.53,5.7998,-999.0
20000818,28.1,33.74,24.64,0.0,5.26,72.69,5.5858,-999.0
20000819,29.41,36.72,24.85,0.0,3.32,69.37,6.0163,-999.0
20000820,28.84,35.72,25.05,0.0,4.21,70.88,6.33,-999.0
20000821,27.77,33.35,24.82,0.0,5.08,72.88,6.6216,-999.0
20000822,28.26,35.13,24.14,0.0,3.68,68.51,6.0468,-999.0
20000823,30.78,39.48,23.5,0.0,2.36,59.18,6.6334,-999.0
20000824,32.58,41.25,26.09,0.02,2.22,53.71,6.3456,-999.0
20000825,35.76,43.36,27.32,0.01,2.43,38.33,6.3852,-999.0
20000826,36.18,40.58,31.46,0.67,4.09,38.71,5.6698,-999.0
20000827,31.68,35.46,26.65,0.85,3.46,61.07,7.0378,-999.0
20000828,29.17,34.63,26.18,0.09,4.6,72.73,6.2345,-999.0
20000829,28.51,33.07,25.82,0.0,6.11,75.41,3.9264,-999.0
20000830,28.4,33.22,25.65,0.0,6.16,73.83,4.7755,-999.0
20000831,28.21,33.4,25.08,0.0,6.21,72.15,6.0415,-999.0
20000901,28.27,33.58,24.97,0.0,5.66,71.08,6.4123,-999.0
20000902,28.47,33.99,25.19,0.0,5.14,71.23,5.2411,-999.0
20000903,28.31,33.09,25.62,0.0,5.45,71.5,6.3732,-999.0
20000904,28.23,33.53,25.1,0.0,4.89,70.61,6.5945,-999.0
20000905,27.71,32.56,24.88,0.0,5.48,72.24,6.1567,-999.0
20000906,27.73,32.73,24.99,0.0,6.13,73.35,6.2138,-999.0
20000907,27.67,32.12,25.01,0.0,5.54,71.53,5.6897,-999.0
20000908,27.72,33.0,25.07,0.0,5.79,73.02,4.7623,-999.0
20000909,27.45,32.44,24.81,0.0,6.32,74.57,5.0928,-999.0
20000910,27.31,32.35,24.38,0.0,5.31,72.89,5.1547,-999.0
20000911,27.41,32.65,24.18,0.0,4.46,68.03,6.1358,-999.0
20000912,27.2,32.61,23.96,0.0,3.93,67.99,6.3838,-999.0
20000913,27.31,33.24,23.82,0.0,3.65,67.57,6.4973,-999.0
20000914,27.06,33.64,22.83,0.0,3.7,66.71,6.7296,-999.0
20000915,26.33,32.34,22.48,0.0,4.2,69.09,6.5882,-999.0
20000916,26.21,31.46,23.01,0.0,4.76,69.25,6.4896,-999.0
20000917,26.17,31.09,23.09,0.0,5.34,69.88,6.4728,-999.0
20000918,26.63,31.67,23.77,0.03,5.7,71.47,5.261,-999.0
20000919,27.41,33.35,23.59,0.04,3.37,70.78,5.7072,-999.0
20000920,28.08,35.07,23.61,0.0,2.37,64.08,6.3305,-999.0
20000921,28.14,35.62,22.46,0.0,2.23,60.06,6.4322,-999.0
20000922,29.13,36.31,22.53,0.0,2.15,53.9,6.3473,-999.0
20000923,30.02,37.58,24.58,0.0,2.55,50.62,6.4834,-999.0
20000924,30.07,38.23,23.94,0.0,2.24,53.5,6.2693,-999.0
20000925,29.0,37.07,23.56,0.0,3.4,65.01,6.359,-999.0
20000926,29.87,38.44,24.43,0.0,2.55,65.5,6.1433,-999.0
20000927,29.89,37.98,24.17,0.0,1.83,66.28,6.0226,-999.0
20000928,30.02,38.24,24.48,0.0,2.52,63.69,6.137,-999.0
20000929,29.97,40.0,23.68,0.0,2.49,59.33,6.1241,-999.0
20000930,28.59,36.4,23.38,0.0,2.42,69.36,6.1675,-999.0
20001001,28.32,35.93,23.06,0.0,2.65,68.72,6.377,-999.0
20001002,28.69,37.01,21.93,0.0,2.18,60.62,6.3382,-999.0
20001003,30.07,38.9,23.02,0.0,2.23,45.83,6.2604,-999.0
20001004,29.18,36.99,24.33,0.0,2.47,52.41,6.3895,-999.0
20001005,28.78,36.96,23.6,0.0,2.68,72.57,6.228,-999.0
20001006,29.05,35.16,24.79,0.0,2.37,67.6,5.7787,-999.0
20001007,28.98,35.62,23.79,0.0,1.89,61.64,5.9983,-999.0
20001008,29.73,37.42,24.38,0.0,2.6,49.22,6.1063,-999.0
20001009,28.92,37.78,22.58,0.0,2.28,50.73,6.1822,-999.0
20001010,27.65,37.03,21.27,0.0,2.07,39.04,6.0415,-999.0
20001011,27.43,36.79,20.43,0.0,2.03,30.8,6.0082,-999.0
20001012,27.46,36.55,21.07,0.0,2.24,35.03,6.0046,-999.0
20001013,26.43,34.91,20.32,0.0,2.36,61.27,6.2484,-999.0
20001014,28.18,37.56,21.74,0.0,1.63,61.11,6.179,-999.0
20001015,28.07,36.22,22.42,0.0,1.53,61.23,6.1452,-999.0
20001016,27.76,36.34,22.34,0.0,2.25,59.63,5.9318,-999.0
20001017,27.77,36.8,21.37,0.0,2.06,62.97,5.9659,-999.0
20001018,27.61,36.26,22.04,0.0,2.35,58.75,5.9122,-999.0
20001019,27.28,36.16,20.76,0.0,2.58,67.31,5.9582,-999.0
20001020,27.64,36.2,21.79,0.0,2.45,69.15,5.9086,-999.0
20001021,27.46,35.68,21.86,0.0,3.04,67.66,5.9376,-999.0
20001022,27.9,36.88,21.94,0.0,1.71,60.19,5.861,-999.0
20001023,28.67,38.09,22.12,0.0,1.47,49.88,5.7374,-999.0
20001024,28.45,36.83,23.05,0.0,2.0,47.84,5.3184,-999.0
20001025,27.08,34.95,22.33,0.0,2.1,64.78,5.5435,-999.0
20001026,26.84,34.91,21.76,0.0,1.93,63.03,5.5742,-999.0
20001027,26.9,35.34,21.05,0.0,1.65,49.75,5.6201,-999.0
20001028,27.42,35.81,21.39,0.0,2.37,40.67,5.5186,-999.0
20001029,26.31,34.57,20.94,0.0,2.7,55.14,5.461,-999.0
20001030,25.91,32.93,21.11,0.0,2.88,69.99,5.5378,-999.0
20001031,25.87,33.33,21.4,0.0,2.02,61.6,5.4598,-999.0
20001101,25.04,31.09,20.37,0.0,2.29,69.9,5.3597,-999.0
20001102,25.57,32.27,20.97,0.0,1.52,54.35,5.2838,-999.0
20001103,26.38,33.75,20.15,0.0,1.69,32.37,5.2898,-999.0
20001104,25.74,33.28,19.92,0.0,2.28,37.65,5.2337,-999.0
20001105,24.94,32.53,19.57,0.0,3.06,65.65,5.2603,-999.0
20001106,25.02,32.33,20.37,0.0,3.51,71.2,5.1223,-999.0
20001107,24.74,29.91,21.17,0.0,3.27,75.42,4.8348,-999.0
20001108,25.56,32.46,20.35,0.0,2.33,57.58,4.5185,-999.0
20001109,25.54,32.97,18.67,0.0,2.13,34.6,4.8816,-999.0
20001110,25.56,33.02,20.63,0.0,1.95,42.58,4.903,-999.0
20001111,24.99,32.61,19.3,0.0,1.92,53.16,5.0189,-999.0
20001112,25.59,33.04,20.05,0.0,1.97,45.45,4.9298,-999.0
20001113,24.03,31.88,17.27,0.0,1.72,21.44,4.7467,-999.0
20001114,22.73,30.66,16.7,0.0,3.41,16.17,4.7671,-999.0
20001115,23.45,31.37,16.2,0.0,1.43,17.45,4.7539,-999.0
20001116,24.1,31.72,19.36,0.0,1.75,40.07,4.8413,-999.0
20001117,24.51,32.67,18.84,0.0,1.73,40.6,4.8024,-999.0
20001118,22.79,30.28,16.96,0.0,2.12,22.37,4.4818,-999.0
20001119,22.73,31.41,15.81,0.0,2.02,22.75,4.4383,-999.0
20001120,22.26,30.28,17.62,0.0,2.22,42.74,4.5806,-999.0
20001121,23.21,31.51,18.49,0.0,1.6,61.47,4.6332,-999.0
20001122,23.44,29.59,19.32,0.0,1.47,69.02,4.6927,-999.0
20001123,23.69,29.07,20.29,0.0,1.68,73.11,4.5062,-999.0
20001124,23.98,30.27,19.22,0.0,1.78,68.25,4.71,-999.0
20001125,23.94,30.61,19.2,0.0,2.11,66.89,4.6596,-999.0
20001126,23.94,29.49,20.44,0.0,3.15,74.65,4.6411,-999.0
20001127,22.84,30.1,17.1,0.0,2.36,33.11,4.5862,-999.0
20001128,20.36,28.21,13.87,0.0,2.3,20.31,4.4959,-999.0
20001129,20.62,28.16,14.39,0.0,1.91,26.41,4.4983,-999.0
20001130,20.08,28.59,13.69,0.0,2.79,23.54,4.3322,-999.0
20001201,20.34,29.25,13.1,0.0,2.05,20.56,4.4734,-999.0
20001202,21.22,29.23,14.74,0.0,1.47,17.92,4.5346,-999.0
20001203,21.74,29.6,15.79,0.0,1.44,26.34,4.6565,-999.0
20001204,21.5,30.35,15.33,0.0,1.93,44.3,4.6466,-999.0
20001205,23.44,32.82,16.16,0.0,1.83,38.68,4.6169,-999.0
20001206,23.44,30.75,18.32,0.0,2.25,39.24,4.1201,-999.0
20001207,22.63,30.07,17.86,0.0,1.8,67.86,4.5994,-999.0
20001208,22.25,30.35,16.33,0.0,1.74,51.3,4.4969,-999.0
20001209,21.42,28.73,16.42,0.0,1.71,60.04,4.4755,-999.0
20001210,21.31,28.84,16.13,0.0,1.56,42.23,4.4309,-999.0
20001211,22.32,29.73,16.89,0.0,1.57,35.25,4.4342,-999.0
20001212,21.75,29.29,17.44,0.0,1.87,45.23,4.3018,-999.0
20001213,21.08,28.24,16.02,0.0,2.28,76.41,4.5526,-999.0
20001214,22.26,29.23,17.85,0.0,2.4,70.08,4.5353,-999.0
20001215,20.98,26.69,16.72,0.0,2.17,74.83,3.811,-999.0
20001216,21.96,26.81,18.45,0.06,3.11,79.67,3.2422,-999.0
20001217,21.99,28.39,16.33,0.0,2.24,48.96,4.3058,-999.0
20001218,19.78,27.23,13.8,0.0,2.18,25.37,4.2881,-999.0
20001219,19.15,26.81,12.13,0.0,1.6,19.06,4.247,-999.0
20001220,20.26,27.34,15.01,0.0,0.71,25.61,4.5749,-999.0
20001221,20.7,28.43,14.93,0.0,1.07,25.53,4.3992,-999.0
20001222,19.76,27.78,15.2,0.0,1.82,37.31,4.2821,-999.0
20001223,19.33,27.75,13.97,0.0,1.68,52.33,4.332,-999.0
20001224,20.76,28.89,14.78,0.0,1.19,41.55,4.5041,-999.0
20001225,21.13,29.64,15.93,0.0,1.55,39.83,4.5552,-999.0
20001226,20.55,28.75,15.66,0.0,1.9,55.11,4.6234,-999.0
20001227,20.1,26.72,14.99,0.0,3.06,79.35,4.667,-999.0
20001228,20.29,27.35,14.2,0.0,1.66,47.65,4.0015,-999.0
20001229,17.87,24.36,13.64,0.0,4.08,37.87,4.4143,-999.0
20001230,17.55,24.67,12.2,0.0,2.59,41.49,3.7236,-999.0
