date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_KT
2000-06-12,15.54,21.35,11.22,4.0,4.86,81.12,3.4992,-999.0
2000-06-13,15.44,19.58,9.67,0.04,4.57,75.31,8.1643,-999.0
2000-06-14,15.07,18.35,10.16,0.13,4.86,69.73,7.9754,-999.0
2000-06-15,12.39,15.78,8.48,0.77,3.93,73.88,5.8649,-999.0
2000-06-16,10.06,12.94,6.66,3.43,2.35,79.84,6.0317,-999.0
2000-06-17,9.74,12.59,6.95,1.96,3.97,74.63,5.6611,-999.0
2000-06-18,9.63,13.39,6.05,2.4,3.47,72.31,6.7378,-999.0
2000-06-19,12.43,16.71,7.39,0.0,0.99,58.47,4.8175,-999.0
2000-06-20,16.24,21.34,9.17,0.0,1.8,72.73,6.7771,-999.0
2000-06-21,18.33,23.62,11.85,0.04,1.67,80.75,6.8959,-999.0
2000-06-22,20.63,25.14,14.11,0.07,1.21,73.11,7.5254,-999.0
2000-06-23,20.56,24.38,14.98,0.14,2.14,75.58,5.8464,-999.0
2000-06-24,16.73,20.28,13.31,20.37,3.17,80.69,4.3346,-999.0
2000-06-25,18.38,23.76,14.09,6.83,1.88,85.75,4.4014,-999.0
2000-06-26,16.59,18.53,12.04,5.09,2.5,88.41,2.9942,-999.0
2000-06-27,15.16,18.63,10.79,0.91,2.1,80.53,4.9217,-999.0
2000-06-28,14.83,17.65,10.63,6.42,1.4,81.31,5.3057,-999.0
2000-06-29,14.12,16.04,12.96,33.67,4.26,91.96,1.7846,-999.0
2000-06-30,13.76,16.12,11.54,9.89,2.53,88.08,4.14,-999.0
2000-07-01,13.48,15.73,10.48,2.51,2.6,85.3,5.2596,-999.0
2000-07-02,13.05,15.47,9.47,8.2,1.92,88.28,2.8442,-999.0
2000-07-03,13.7,15.67,10.79,7.53,2.25,87.72,2.7463,-999.0
2000-07-04,16.5,20.09,12.6,3.11,2.6,87.13,5.3762,-999.0
2000-07-05,18.75,22.42,13.7,2.75,1.51,81.44,5.3654,-999.0
2000-07-06,18.45,21.1,14.98,4.8,1.2,85.84,5.2402,-999.0
2000-07-07,18.85,22.89,13.38,0.78,1.57,77.76,6.5438,-999.0
2000-07-08,14.91,18.23,12.8,0.69,2.63,79.29,5.6251,-999.0
2000-07-09,15.15,17.86,11.85,1.89,1.32,73.71,4.7453,-999.0
2000-07-10,15.44,19.37,12.01,2.96,2.37,77.29,6.4956,-999.0
2000-07-11,17.1,21.88,10.81,0.03,1.46,76.91,6.7483,-999.0
2000-07-12,19.26,23.56,13.51,14.56,3.76,81.46,6.7397,-999.0
2000-07-13,15.98,19.43,11.66,9.45,4.0,81.63,4.5566,-999.0
2000-07-14,14.46,17.21,9.04,6.51,2.49,83.62,4.5379,-999.0
2000-07-15,18.37,21.96,14.29,8.08,4.8,87.2,4.5058,-999.0
2000-07-16,16.63,20.69,12.86,2.11,4.05,81.09,2.8685,-999.0
2000-07-17,17.57,19.66,14.55,18.11,3.59,92.92,3.8837,-999.0
2000-07-18,17.8,21.56,14.37,10.75,2.24,87.39,5.1053,-999.0
2000-07-19,16.89,20.19,13.79,4.05,2.84,87.16,3.9701,-999.0
2000-07-20,17.2,20.52,12.58,1.27,2.04,79.27,4.4009,-999.0
2000-07-21,18.77,22.22,14.31,3.0,1.93,81.63,5.693,-999.0
2000-07-22,17.92,19.95,16.26,7.8,3.22,93.7,3.6125,-999.0
2000-07-23,18.96,22.36,14.57,0.41,1.95,78.9,6.1476,-999.0
2000-07-24,18.04,19.69,15.68,24.38,3.58,92.17,2.4072,-999.0
2000-07-25,18.71,21.14,15.84,14.72,2.5,91.33,3.9828,-999.0
2000-07-26,17.99,21.41,14.95,7.71,2.19,89.36,3.2045,-999.0
2000-07-27,15.23,17.75,12.41,2.35,3.04,88.71,2.9165,-999.0
2000-07-28,12.62,14.41,9.52,0.95,1.81,81.62,3.2448,-999.0
2000-07-29,15.4,19.13,11.3,0.35,0.9,72.71,3.8467,-999.0
2000-07-30,15.54,18.77,12.58,0.12,1.76,81.0,3.6545,-999.0
2000-07-31,16.67,20.58,12.05,0.28,2.46,80.94,5.6669,-999.0
2000-08-01,16.96,20.93,12.16,0.37,2.84,80.02,5.1996,-999.0
2000-08-02,16.9,20.41,13.06,1.09,2.62,83.83,5.3467,-999.0
2000-08-03,15.51,17.41,13.47,31.09,2.43,95.42,2.047,-999.0
2000-08-04,15.67,19.24,12.17,5.23,2.78,88.84,2.9482,-999.0
2000-08-05,15.58,19.8,11.22,0.99,2.63,84.72,4.7856,-999.0
2000-08-06,15.59,18.89,11.38,1.11,2.8,85.96,3.8417,-999.0
2000-08-07,15.76,19.88,12.87,4.3,3.4,89.67,2.5764,-999.0
2000-08-08,13.82,17.28,10.05,2.28,3.84,82.75,5.1888,-999.0
2000-08-09,13.58,17.58,10.12,3.06,4.63,84.98,4.0913,-999.0
2000-08-10,14.72,18.6,11.1,1.92,3.66,84.31,4.4364,-999.0
2000-08-11,15.15,19.79,9.2,0.06,1.98,78.52,5.874,-999.0
2000-08-12,16.6,20.45,12.07,1.62,2.18,83.98,2.8284,-999.0
2000-08-13,16.82,20.36,13.81,2.78,3.14,87.33,4.2787,-999.0
2000-08-14,17.33,21.02,12.96,0.73,1.93,83.87,4.2118,-999.0
2000-08-15,17.04,20.09,13.61,0.4,2.05,83.71,4.1671,-999.0
2000-08-16,17.42,21.79,13.97,3.54,3.19,89.48,3.5227,-999.0
2000-08-17,15.9,19.48,12.44,1.3,2.96,85.98,3.7958,-999.0
2000-08-18,15.69,20.04,10.73,1.14,1.98,84.1,4.4328,-999.0
2000-08-19,15.97,20.06,11.76,0.7,2.63,84.08,4.469,-999.0
2000-08-20,16.28,19.45,11.87,2.6,1.76,82.55,4.2091,-999.0
2000-08-21,16.74,19.85,12.87,3.67,2.97,84.6,4.3145,-999.0
2000-08-22,13.76,16.73,11.35,13.56,1.36,88.22,2.0491,-999.0
2000-08-23,13.19,16.17,10.42,3.98,4.02,88.19,2.9705,-999.0
2000-08-24,11.86,14.95,9.38,3.92,3.3,84.63,3.276,-999.0
2000-08-25,12.46,16.05,9.42,2.94,1.99,86.21,3.2717,-999.0
2000-08-26,14.27,18.97,8.35,0.03,2.05,79.05,5.3143,-999.0
2000-08-27,15.36,19.63,11.08,0.01,1.1,74.81,5.0484,-999.0
2000-08-28,15.62,20.02,10.21,0.0,1.29,75.52,4.7239,-999.0
2000-08-29,16.02,20.32,10.15,0.02,1.17,74.81,3.451,-999.0
2000-08-30,16.05,18.64,13.7,0.31,1.12,79.16,2.9088,-999.0
2000-08-31,14.39,15.7,12.11,21.08,1.78,91.46,2.1559,-999.0
2000-09-01,13.8,17.78,10.69,0.87,2.02,86.05,3.5611,-999.0
2000-09-02,13.75,18.44,8.46,0.15,1.83,82.08,4.1057,-999.0
2000-09-03,14.38,18.34,10.18,5.35,2.31,89.0,2.9966,-999.0
2000-09-04,14.21,16.65,12.56,7.16,1.4,90.78,2.7698,-999.0
2000-09-05,11.82,15.27,6.66,3.07,2.95,82.57,3.672,-999.0
2000-09-06,9.37,13.45,5.52,0.31,2.01,78.94,2.7113,-999.0
2000-09-07,8.76,14.21,3.61,0.01,2.12,82.28,4.153,-999.0
2000-09-08,9.17,13.61,4.5,0.05,2.1,82.57,2.5003,-999.0
2000-09-09,12.81,17.19,9.2,1.08,4.25,82.75,3.0854,-999.0
2000-09-10,12.0,15.58,9.71,1.37,4.62,86.11,3.395,-999.0
2000-09-11,11.28,15.98,6.98,1.89,3.25,85.36,3.0036,-999.0
2000-09-12,10.12,14.43,6.81,0.67,3.54,83.61,3.3262,-999.0
2000-09-13,9.77,14.04,6.88,0.25,2.18,83.81,3.4174,-999.0
2000-09-14,8.82,12.83,5.26,0.46,1.88,85.19,2.827,-999.0
2000-09-15,7.33,10.73,3.54,0.2,2.63,83.81,2.7902,-999.0
2000-09-16,6.38,10.71,1.91,0.11,1.98,83.08,2.9726,-999.0
2000-09-17,7.42,12.34,3.05,0.04,1.06,79.45,3.678,-999.0
2000-09-18,7.83,13.24,3.03,0.0,1.25,78.56,3.7654,-999.0
2000-09-19,8.29,14.14,2.15,0.0,1.89,82.23,3.5825,-999.0
2000-09-20,8.33,13.56,3.36,0.0,2.23,84.39,3.4738,-999.0
2000-09-21,7.82,11.91,3.0,0.1,3.24,83.62,3.4867,-999.0
2000-09-22,6.18,11.84,0.46,0.0,1.75,79.19,3.3353,-999.0
2000-09-23,9.38,14.26,4.04,0.0,1.03,78.56,3.1169,-999.0
2000-09-24,10.3,14.46,6.28,0.01,0.58,77.92,3.131,-999.0
2000-09-25,9.39,12.8,6.65,0.01,1.72,82.24,3.2731,-999.0
2000-09-26,9.31,13.94,5.78,0.25,1.88,86.98,2.1511,-999.0
2000-09-27,8.06,12.68,4.03,0.0,0.86,81.31,2.1,-999.0
2000-09-28,8.68,13.91,4.3,0.0,1.37,82.13,2.8186,-999.0
2000-09-29,8.89,14.12,4.55,0.03,3.07,86.74,2.2639,-999.0
2000-09-30,10.12,15.44,6.25,0.0,2.46,85.33,2.6045,-999.0
2000-10-01,9.76,15.96,4.99,0.0,2.95,86.66,2.8044,-999.0
2000-10-02,10.23,16.05,6.0,0.0,4.29,85.13,2.7334,-999.0
2000-10-03,11.67,16.37,8.02,0.46,3.13,91.39,1.0877,-999.0
2000-10-04,11.38,15.13,8.06,0.21,2.51,91.68,1.5509,-999.0
2000-10-05,11.38,14.81,8.52,0.18,1.12,89.46,1.6092,-999.0
2000-10-06,10.89,15.91,7.23,0.02,2.4,90.17,2.3952,-999.0
2000-10-07,10.14,14.11,6.93,0.65,2.5,92.19,0.7354,-999.0
2000-10-08,11.48,15.53,8.68,0.49,2.76,92.81,1.2912,-999.0
2000-10-09,7.8,10.77,2.19,0.04,3.29,85.42,2.0918,-999.0
2000-10-10,4.49,6.04,2.04,0.9,3.71,92.92,0.3079,-999.0
2000-10-11,6.48,9.07,4.99,0.25,4.37,87.22,0.5232,-999.0
2000-10-12,7.89,10.03,5.89,1.11,5.0,91.03,0.4529,-999.0
2000-10-13,8.92,11.1,7.24,4.8,4.31,95.52,0.1502,-999.0
2000-10-14,9.77,12.15,7.51,11.5,4.14,95.55,0.1207,-999.0
2000-10-15,7.73,9.55,6.49,0.54,2.6,95.9,0.7114,-999.0
2000-10-16,7.65,9.57,4.87,0.38,1.09,93.49,0.6614,-999.0
2000-10-17,4.88,8.41,3.54,0.2,3.36,94.13,1.6231,-999.0
2000-10-18,5.26,8.42,2.48,0.08,3.58,89.89,1.6594,-999.0
2000-10-19,3.39,9.0,0.53,0.02,3.18,92.45,1.5814,-999.0
2000-10-20,2.2,7.77,-0.63,0.01,2.6,89.69,1.5739,-999.0
2000-10-21,1.93,7.09,-1.44,0.06,2.08,93.1,1.519,-999.0
2000-10-22,4.1,7.9,-0.04,2.18,4.17,89.95,1.1638,-999.0
2000-10-23,5.36,7.6,3.5,0.56,1.72,98.2,1.039,-999.0
2000-10-24,6.4,10.14,4.24,1.97,4.19,92.53,0.8419,-999.0
2000-10-25,8.24,9.88,6.78,3.02,5.13,92.45,0.2609,-999.0
2000-10-26,8.26,10.86,6.38,10.35,4.79,94.46,0.2784,-999.0
2000-10-27,4.78,7.59,0.24,4.02,3.34,93.64,0.527,-999.0
2000-10-28,1.62,4.33,-0.15,1.07,2.27,93.33,0.4298,-999.0
2000-10-29,2.22,3.52,1.03,7.82,2.66,95.8,0.4675,-999.0
2000-10-30,5.82,7.27,3.32,2.16,3.28,96.56,0.4961,-999.0
2000-10-31,7.1,9.01,5.03,1.45,4.14,94.67,0.3607,-999.0
2000-11-01,7.82,10.02,6.44,3.84,2.59,94.77,0.4406,-999.0
2000-11-02,6.07,7.08,5.27,11.91,2.3,96.41,0.4044,-999.0
2000-11-03,4.4,5.63,2.98,0.33,2.75,97.34,0.5542,-999.0
2000-11-04,5.39,7.95,2.63,0.38,4.86,95.21,0.2335,-999.0
2000-11-05,8.02,8.96,6.99,3.01,5.09,95.8,0.1466,-999.0
2000-11-06,5.86,6.71,3.99,0.56,3.68,93.07,0.4176,-999.0
2000-11-07,4.0,5.52,1.97,0.41,4.07,94.28,0.197,-999.0
2000-11-08,4.19,5.37,3.06,3.64,6.52,93.5,0.1716,-999.0
2000-11-09,4.3,6.8,2.06,6.29,3.95,95.99,0.0977,-999.0
2000-11-10,1.98,5.78,0.17,11.66,1.93,95.6,0.1087,-999.0
2000-11-11,2.5,3.84,0.41,1.52,1.74,98.33,0.1848,-999.0
2000-11-12,3.22,4.62,2.05,3.91,2.43,96.91,0.2801,-999.0
2000-11-13,1.51,2.12,0.64,3.16,4.45,96.73,0.1522,-999.0
2000-11-14,2.75,4.78,1.38,3.4,4.09,96.8,0.1051,-999.0
2000-11-15,3.71,4.93,2.3,10.07,1.76,97.02,0.0552,-999.0
2000-11-16,3.42,4.32,2.57,1.35,1.43,98.88,0.3067,-999.0
2000-11-17,1.61,3.07,-0.06,0.6,1.27,96.73,0.4126,-999.0
2000-11-18,1.79,3.15,0.61,0.86,4.04,96.86,0.2186,-999.0
2000-11-19,2.11,3.57,0.09,1.82,2.79,96.24,0.2374,-999.0
2000-11-20,-0.39,0.92,-2.36,3.91,3.14,96.4,0.2954,-999.0
2000-11-21,0.09,1.21,-1.86,1.79,3.74,96.65,0.2359,-999.0
2000-11-22,-1.94,-0.82,-2.8,0.32,4.25,95.08,0.3768,-999.0
2000-11-23,-0.28,1.14,-1.9,1.33,4.35,96.16,0.2162,-999.0
2000-11-24,-1.49,0.43,-5.19,0.28,4.47,94.75,0.306,-999.0
2000-11-25,-4.29,-2.75,-5.41,0.1,4.7,85.1,0.2995,-999.0
2000-11-26,-6.83,-4.83,-8.64,0.01,4.66,91.33,0.3482,-999.0
2000-11-27,-7.35,-4.52,-8.98,0.0,3.83,95.91,0.3082,-999.0
2000-11-28,-6.19,-2.23,-9.22,0.83,3.48,93.72,0.167,-999.0
