date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_KT
2025-09-04,31.04,37.23,24.96,0.87,1.65,52.98,6.2486,-999.0
2025-09-05,31.92,38.06,26.43,3.02,1.36,50.19,6.1891,-999.0
2025-09-06,32.11,38.22,27.13,2.58,1.12,49.22,6.2117,-999.0
2025-09-07,30.51,36.99,25.96,4.29,1.13,54.5,5.4461,-999.0
2025-09-08,27.98,32.08,25.09,18.91,1.52,69.02,2.8577,-999.0
2025-09-09,24.34,26.0,22.94,97.84,3.28,87.68,1.9728,-999.0
2025-09-10,24.43,27.27,22.61,24.58,1.84,88.08,2.5046,-999.0
2025-09-11,26.04,31.88,20.98,0.01,1.93,75.56,5.3215,-999.0
2025-09-12,27.28,33.17,22.96,0.19,2.32,72.8,4.8384,-999.0
2025-09-13,28.08,34.31,23.48,0.54,2.02,70.06,5.4581,-999.0
2025-09-14,28.84,36.39,22.66,0.51,1.95,68.19,5.7187,-999.0
2025-09-15,29.33,37.03,23.38,0.41,1.9,66.51,5.9671,-999.0
2025-09-16,29.35,36.67,23.08,0.29,1.62,66.2,6.0516,-999.0
2025-09-17,29.65,36.74,23.85,0.05,1.56,65.83,6.0024,-999.0
2025-09-18,29.15,36.7,23.2,0.0,1.89,64.46,6.0401,-999.0
2025-09-19,28.84,36.21,22.39,0.15,1.52,63.74,5.8824,-999.0
2025-09-20,29.18,36.38,23.2,0.01,1.4,61.44,5.7986,-999.0
2025-09-21,28.96,36.87,22.67,0.0,1.59,61.5,5.8543,-999.0
2025-09-22,28.82,36.58,22.66,0.0,1.66,62.67,5.7607,-999.0
2025-09-23,28.76,36.85,22.49,0.0,1.92,65.23,5.8346,-999.0
2025-09-24,28.68,36.61,22.52,0.0,1.71,64.43,5.8272,-999.0
2025-09-25,28.92,36.6,23.48,0.54,1.88,64.51,5.6827,-999.0
2025-09-26,29.05,36.51,22.78,0.0,1.57,62.57,5.4386,-999.0
2025-09-27,29.78,37.17,23.25,0.0,1.25,55.4,5.7223,-999.0
2025-09-28,30.69,37.47,24.29,0.0,1.34,41.7,-999.0,-999.0
2025-09-29,30.86,36.91,25.84,0.0,1.77,34.25,-999.0,-999.0
2025-09-30,29.83,35.18,24.95,0.15,1.92,44.21,-999.0,-999.0
2025-10-01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2025-10-02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2025-10-03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
