date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,WS2M,RH2M,ALLSKY_SFC_SW_DWN,ALLSKY_KT
2000-01-01,15.92,24.78,8.43,0.0,1.04,18.45,3.1997,-999.0
2000-01-02,15.78,24.17,10.05,0.0,0.96,18.23,3.3113,-999.0
2000-01-03,14.69,23.87,9.27,0.0,1.27,19.67,3.4397,-999.0
2000-01-04,15.67,23.76,8.81,0.0,0.79,18.97,2.6498,-999.0
2000-01-05,14.81,23.29,7.28,0.0,0.97,19.99,1.9822,-999.0
2000-01-06,14.81,23.84,8.17,0.0,1.42,19.52,2.051,-999.0
2000-01-07,15.71,23.58,10.39,0.0,0.85,16.18,1.9205,-999.0
2000-01-08,15.32,22.75,9.88,0.0,0.99,17.03,1.7354,-999.0
2000-01-09,15.83,23.93,9.66,0.0,1.39,19.9,2.5459,-999.0
2000-01-10,14.68,22.98,8.54,0.0,1.72,51.13,2.8044,-999.0
2000-01-11,14.0,17.68,11.42,1.08,2.04,59.09,1.0702,-999.0
2000-01-12,14.1,19.82,10.61,33.65,1.84,62.96,0.8114,-999.0
2000-01-13,13.17,17.34,7.14,0.46,1.56,67.74,1.8984,-999.0
2000-01-14,8.16,15.86,1.55,0.25,1.66,44.86,3.3487,-999.0
2000-01-15,8.44,16.93,2.74,0.0,1.38,45.53,3.6242,-999.0
2000-01-16,8.26,17.01,2.57,0.0,1.47,42.92,3.5705,-999.0
2000-01-17,9.06,19.7,1.44,0.0,1.92,42.41,3.3768,-999.0
2000-01-18,12.73,23.61,4.36,0.0,1.97,40.99,1.8444,-999.0
2000-01-19,14.19,23.8,7.83,0.01,2.05,50.0,3.715,-999.0
2000-01-20,12.2,19.28,5.92,0.0,1.2,49.94,3.6586,-999.0
2000-01-21,14.24,23.05,5.85,0.0,1.42,49.46,3.8035,-999.0
2000-01-22,16.53,25.01,9.89,0.0,2.43,47.48,2.6052,-999.0
2000-01-23,15.6,23.74,10.25,0.0,1.1,48.22,3.9408,-999.0
2000-01-24,16.08,24.71,9.57,0.0,0.94,43.16,3.8498,-999.0
2000-01-25,14.79,23.59,9.92,1.53,1.64,53.45,0.9782,-999.0
2000-01-26,13.82,20.11,8.23,0.0,1.23,69.18,3.1778,-999.0
2000-01-27,12.97,20.92,7.32,0.07,1.59,57.99,4.0454,-999.0
2000-01-28,12.45,22.5,5.54,0.0,2.24,48.01,4.0891,-999.0
2000-01-29,13.14,24.75,3.83,0.0,2.01,39.67,3.7663,-999.0
2000-01-30,15.96,25.46,8.27,0.0,0.89,33.78,4.039,-999.0
2000-01-31,13.29,22.62,6.73,2.41,3.16,42.28,3.4363,-999.0
2000-02-01,11.99,21.86,4.4,2.46,1.46,56.28,2.9618,-999.0
2000-02-02,12.03,18.02,6.38,0.78,1.08,52.06,3.1123,-999.0
2000-02-03,13.21,22.12,6.68,0.0,1.24,45.59,4.2444,-999.0
2000-02-04,10.74,14.18,7.42,1.3,2.18,57.16,1.903,-999.0
2000-02-05,12.48,18.99,7.78,0.37,2.4,69.52,2.7511,-999.0
2000-02-06,12.75,20.16,6.82,0.05,1.47,70.22,3.6314,-999.0
2000-02-07,13.81,22.21,6.68,0.0,1.13,55.62,4.5691,-999.0
2000-02-08,13.35,21.51,5.89,0.0,1.27,46.87,4.5382,-999.0
2000-02-09,13.75,22.07,7.47,1.09,1.27,50.92,3.9929,-999.0
2000-02-10,11.44,18.3,8.08,3.44,1.9,79.37,1.3824,-999.0
2000-02-11,11.08,17.06,7.15,7.72,0.77,79.95,2.6131,-999.0
2000-02-12,10.78,17.51,6.03,0.54,1.22,69.62,3.7776,-999.0
2000-02-13,11.43,19.47,3.62,0.0,1.25,53.58,4.931,-999.0
2000-02-14,13.04,22.47,6.46,0.0,1.51,42.54,4.8677,-999.0
2000-02-15,15.37,24.79,8.14,0.0,1.29,36.47,4.0973,-999.0
2000-02-16,14.27,23.28,6.66,0.0,1.98,36.21,4.0687,-999.0
2000-02-17,14.27,23.33,8.16,0.0,1.05,37.96,4.968,-999.0
2000-02-18,13.61,21.54,7.83,0.0,1.02,38.45,5.1019,-999.0
2000-02-19,13.35,22.39,6.54,0.03,1.34,38.56,5.0141,-999.0
2000-02-20,14.31,23.34,7.26,0.54,1.16,38.02,2.0184,-999.0
2000-02-21,13.29,21.88,5.7,0.0,1.24,41.11,5.1293,-999.0
2000-02-22,13.78,22.95,5.35,0.0,1.41,36.87,5.2092,-999.0
2000-02-23,14.54,24.39,6.38,0.0,1.64,34.7,5.124,-999.0
2000-02-24,13.54,23.91,5.22,0.01,2.02,39.01,5.2486,-999.0
2000-02-25,14.39,24.46,5.34,0.0,1.64,34.32,5.3794,-999.0
2000-02-26,16.2,25.17,7.84,0.0,0.94,26.35,5.1595,-999.0
2000-02-27,16.43,26.76,8.27,0.0,1.42,29.34,5.1653,-999.0
2000-02-28,18.11,29.16,9.06,0.0,1.6,32.47,5.2176,-999.0
2000-02-29,19.2,27.5,12.23,0.0,2.11,38.9,3.1037,-999.0
2000-03-01,20.01,29.07,12.96,0.0,1.15,44.91,4.7789,-999.0
2000-03-02,18.39,27.66,11.3,0.0,1.27,39.01,5.3023,-999.0
2000-03-03,18.43,28.13,9.81,0.0,1.39,31.76,5.0784,-999.0
2000-03-04,17.42,27.71,10.11,0.0,3.17,31.81,3.2016,-999.0
2000-03-05,14.99,24.81,7.1,0.0,1.65,39.41,5.2349,-999.0
2000-03-06,15.82,25.41,6.37,0.0,1.57,29.28,5.7713,-999.0
2000-03-07,17.14,26.54,8.55,0.01,1.5,26.51,5.4454,-999.0
2000-03-08,17.09,27.63,8.18,0.0,2.18,29.88,5.8531,-999.0
2000-03-09,18.77,29.74,7.9,0.0,1.87,26.17,5.5714,-999.0
2000-03-10,20.24,30.76,11.05,0.0,1.46,23.21,5.034,-999.0
2000-03-11,21.46,31.28,13.57,0.0,1.91,29.34,5.9042,-999.0
2000-03-12,20.79,30.97,13.22,0.0,1.79,29.71,5.9614,-999.0
2000-03-13,19.84,28.63,12.05,0.02,1.1,25.57,6.0931,-999.0
2000-03-14,19.58,29.36,11.01,0.0,1.32,24.91,6.0938,-999.0
2000-03-15,20.59,30.88,10.9,0.0,2.25,22.35,5.9887,-999.0
2000-03-16,21.91,31.65,11.26,0.0,1.63,20.82,5.8486,-999.0
2000-03-17,21.59,33.48,13.41,0.2,2.92,21.95,6.0754,-999.0
2000-03-18,19.33,30.09,11.6,0.08,1.25,28.11,6.1306,-999.0
2000-03-19,19.69,30.35,11.16,0.0,1.89,18.19,6.1565,-999.0
2000-03-20,19.91,29.21,10.87,0.0,1.34,17.45,3.8558,-999.0
2000-03-21,20.21,27.79,14.6,0.01,2.57,32.16,3.3852,-999.0
2000-03-22,20.35,29.72,11.8,0.28,2.36,38.47,4.8175,-999.0
2000-03-23,20.88,29.16,12.33,0.42,1.78,34.23,6.325,-999.0
2000-03-24,21.11,31.01,12.36,0.42,1.61,29.14,6.5357,-999.0
2000-03-25,22.47,33.88,11.68,0.0,1.81,22.54,6.6262,-999.0
2000-03-26,24.15,35.84,13.74,0.0,1.62,20.91,6.6924,-999.0
2000-03-27,25.11,36.34,14.69,0.0,1.72,16.09,5.8754,-999.0
2000-03-28,26.92,36.94,17.39,0.0,1.3,15.95,6.3691,-999.0
2000-03-29,27.99,38.11,18.35,0.0,1.34,18.16,5.945,-999.0
2000-03-30,27.15,36.72,19.56,0.0,1.02,19.69,6.029,-999.0
2000-03-31,27.7,37.94,19.28,0.03,2.16,18.0,6.9031,-999.0
2000-04-01,26.37,35.98,17.96,0.0,2.7,20.32,6.6367,-999.0
2000-04-02,26.12,37.15,15.88,0.0,2.65,14.78,6.8741,-999.0
2000-04-03,28.2,38.26,19.8,0.0,1.18,11.12,6.9454,-999.0
2000-04-04,28.32,39.45,19.7,0.0,2.27,9.33,6.9751,-999.0
2000-04-05,25.21,37.31,13.89,0.0,1.89,7.19,6.9715,-999.0
2000-04-06,26.48,37.1,15.09,0.0,1.73,6.13,6.7397,-999.0
2000-04-07,27.02,37.81,17.57,0.0,1.19,8.31,6.8498,-999.0
2000-04-08,28.39,38.53,19.41,0.0,2.39,16.55,6.937,-999.0
2000-04-09,27.93,38.43,18.48,0.0,2.67,11.96,7.085,-999.0
